UNICODE12,Molweight [g/mol],Ringbonds,Alkylatoms,Alkylgroups,Rotatable bonds,Internal H-bonds,Conjugated bonds,Fragments,Alkane,mu_self,hint_self,hb_self,Area,?-moment2,?-moment3,?-moment4,?-moment5,?-moment6,HB-acc_m1,HB-acc_m2,HB-acc_m3,HB-acc_m4,HB-don_m1,HB-don_m2,HB-don_m3,HB-don_m4,Volume,MWeight,E_dielec,#rotbdsmod,Tmult,rbwring,nbr11,mu_self100,hint_self100,hb_self100,n_total,Amine,nbr2u1,nbr2s1,nbr3u1,nbr3s1, nbr2u2u,nbr2s2u,nbr2s2s,nbr3u2u,nbr3s2u,nbr3u2s,nbr3s2s,nbr3u3u,nbr3s3u,nbr3s3s,Kier1,Kier2,n_arom,N,Sumq(e),S_sym,S_crs,H_crs,Hfus_exp[kcal/mol]
PC8EP7OBVINN,198.27,0,0,0,0,0,0,0,-1,-8.698,-10.271,0,137.61,9.11,-2.56,2,-1.09,0.75,0,0,0,0,0,0,0,0,128.95,198.27,-1.05,0,0.88,0,0,-10.309,-11.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0.001749017,0.000506,0.0777,0.6
WMDTDTEH2KNN,242.73,0,0,0,0,0,0,0,-1,-9.431,-11.519,0,142.19,11.43,-3.58,3.04,-1.82,1.35,0,0,0,0,0,0,0,0,134.86,242.73,-1.34,0,0.61,0,0,-11.489,-12.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0.001212387,0.00075,0.11822,0.55
WYEN24RAIRNN,331.63,0,0,0,0,0,0,0,-1,-11.655,-15.128,0,150.6,15.89,-6.07,5.37,-3.65,2.86,0,0,0,0,0,0,0,0,146.56,331.63,-1.91,0,1.28,0,0,-14.726,-16.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0.002544025,0.001127563,0.18625,0.96
CTV4FKFJUHNN,98.92,0,0,0,0,0,1,0,-1,-5.491,-6.024,0,102.48,16.13,2.01,7.36,1.63,4.13,0,0,0,0,0,0,0,0,85.5,98.92,-2.43,0,0.46,0,0,-6.3,-6.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.333333333,0,0,0,0.000914,0.002428937,0.39365,1.36
IPGD7Z5UL6NN,137.37,0,0,0,0,0,0,0,-1,-7.239,-7.905,0,123.4,5.91,-1.55,0.96,-0.45,0.25,0,0,0,0,0,0,0,0,110.34,137.37,-0.67,0,0.88,0,0,-8.045,-8.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0.001749017,0.000195,0.02762,1.65
EXLC0GBIRGNN,153.82,0,0,0,0,0,0,0,-1,-8.262,-9.476,0,132.4,6.76,-1.68,1.05,-0.48,0.26,0,0,0,0,0,0,0,0,122.36,153.82,-0.76,0,1.28,0,0,-9.502,-10.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0.002544025,0.000259,0.03856,0.65
TZ6HLHR7KWNN,217.89,0,0,0,0,0,2,0,-1,-8.541,-10.376,0,163.26,19.55,0.69,7.76,-0.27,4.25,0,0,0,0,0,0,0,0,164.57,217.89,-2.73,0,0.78,0,0,-10.431,-11.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.75,0,0,0,0.001550265,0.00261214,0.41281,1.79
CNEURTHFL6NN,66.01,0,0,0,0,0,1,0,-1,-2.789,-2.396,0,77.69,22.23,-3.2,17.68,-6.75,17.51,0,0.06,0,0,0,0,0,0,58.19,66.01,-3.07,0,0.46,0,0,-2.919,-3.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.333333333,0,0,0,0.000914,0.00352276,0.59624,1.6
BY5UHKLO9NNN,88,0,0,0,0,0,0,0,-1,-3.89,-2.912,0,87.96,4.65,-2.29,1.87,-1.47,1.22,0,0,0,0,0,0,0,0,68.74,88,-0.53,0,1.28,0,0,-3.377,-3.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0.002544025,0.0000925,0.01571,0.17
DDPQ7PZARGNN,252.73,0,0,0,0,0,0,0,-1,-8.983,-11.586,0,130.91,25.35,-14.64,19.38,-20.73,24.89,0,0,0,0,-0.01,1.5,0.42,0.02,120.54,252.73,-3.24,0,0.97,0,0,-11.414,-12.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.333333333,0,0,0,0.001927894,0.002021961,0.33995,2.66
KP4R07QGTHNN,86.47,0,0,0,0,0,0,0,-1,-3.47,-3.204,0,94.5,21.68,-16.05,20.43,-22.82,27.03,0,0,0,0,-0.01,1.48,0.4,0.01,75.71,86.47,-3.27,0,0.46,0,0,-3.589,-3.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.333333333,0,0,0,0.000914,0.001126487,0.19845,0.98
OWF76YK35MNN,119.38,0,0,0,0,0,0,0,-1,-6.184,-7.059,0,115.99,19.7,-13.59,17.26,-19.26,22.76,0,0,0,0,-0.01,1.39,0.34,0,101.98,119.38,-2.69,0,0.97,0,0,-7.204,-7.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.333333333,0,0,0,0.001927894,0.001078098,0.18854,2.11
VXACQ4TQL9NN,70.01,0,0,0,0,0,0,0,-1,-1.854,-1.079,0,81.48,25.95,-20.11,27.1,-31.31,38.66,0,0,0,0,-0.02,1.89,0.64,0.04,61.34,70.01,-4.08,0,0.97,0,0,-1.544,-1.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.333333333,0,0,0,0.001927894,0.001010535,0.18616,0.98
DRZGWYSYISNN,102.08,0,0,0,0,0,0,2,-1,-4.246,-4.485,-0.131,106.47,22.02,7.8,15.02,7.58,13.45,0,0.51,0.05,0,0,0.06,0,0,89.56,102.08,-3.11,0,0.88,0,0,-5.025,-5.809,-0.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0.17,0.001749017,0.005198351,0.88635,1.17
ESY8GPS2ITNN,84.93,0,0,0,0,0,0,0,-1,-4.773,-5.33,0,97.83,23.35,-9.25,12.78,-9.45,9.62,0,0,0,0,0,0.3,0,0,81.17,84.93,-3.45,0,0.55,0,0,-5.601,-6.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0.001093136,0.002455485,0.41976,1.48
VMIWDE0JUINN,52.02,0,0,0,0,0,0,0,-1,-1.992,-1.437,0,73.54,23.71,-4.85,10.2,-4.16,5.11,0,0,0,0,0,0,0,0,54.01,52.02,-3.82,0,0.55,0,0,-1.954,-2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0.001093136,0.0029867,0.54036,1.05
BI4OBM7ANQNN,267.84,0,0,0,0,0,0,0,-1,-6.773,-8.828,0,121.91,35.4,-11.96,21.01,-14.66,17.52,0,0,0,0,0,0.77,0.04,0,111.89,267.84,-4.77,0,0.55,0,0,-8.887,-10.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0.001093136,0.003987987,0.69525,2.89
LT5T2N9KNQNN,42.04,0,0,0,0,0,2,0,-1,-3.003,-8.605,-6.639,77.38,78.65,-25.48,135.36,-86.09,272.22,0.03,3.52,1.16,0.21,-0.08,7.79,4.71,2.03,57.48,42.04,-13.99,0,0,0,0,-8.084,-11.194,-8.259,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0.010820308,2.27344,2.11
JKPOQ708K2NN,70.05,5,0,0,0,0,5,2,-1,-2.728,-8.313,-6.401,93.74,81.02,-43.2,170.21,-189.38,491.63,0.03,3.1,1.1,0.22,-0.08,8.41,6.04,4.2,76.93,70.05,-11.57,0,0,0,0,-8.01,-11.39,-8.229,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1.44,4,0,-0.06,0,0.013256761,2.69195,4.23
NVV57XQNVJNN,30.03,0,0,0,0,0,1,0,-1,-2.293,-2.547,-0.282,62.06,28.72,11.41,22.35,17.31,22.95,0.01,1.21,0.22,0.01,0,0,0,0,43.36,30.03,-4.76,0,0,0,0,-2.947,-3.576,-0.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.003696333,0.65858,1.79
OI9BQFR0PFNN,94.94,0,1,1,0,0,0,0,-1,-4.568,-4.941,0,83.76,19.28,0.29,7.11,0,2.96,0,0,0,0,0,0,0,0,65.71,94.94,-2.95,0,0,0,0,-5.236,-5.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.003483782,0.59423,1.44
ZVHW2Z5WJXNU,116.46,0,1,1,0,0,1,3,-1,-4.221,-5.717,-0.802,118.67,42.29,5.01,38.56,16.82,45.47,0.02,2.16,0.54,0.01,0,0.12,0,0,104.28,116.46,-6.11,0,0,0,0,-6.248,-7.864,-1.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,-0.16,0,0.008748517,1.59976,2.82
RDZSXZ0SK1NN,132.91,0,1,1,0,0,1,2,-1,-5.203,-7.475,-1.04,127.44,41.54,13.34,42.15,28.93,53.58,0.03,2.87,0.86,0.04,0,0.12,0,0,116.38,132.91,-6.42,0,0.39,0,0,-7.914,-9.887,-1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,-0.03,0.000775,0.009532959,1.7953,4.33
FI8JLOCGIUNN,100,0,1,1,0,0,1,3,-1,-2.392,-4.403,-1.888,107.92,55.92,36.05,79.84,87.42,150.83,0.07,6.68,3.62,1.18,0,0.04,0,0,90.91,100,-8.39,0,0.39,0,0,-5.01,-7.043,-3.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0.11,0.000775,0.011667615,2.18605,2.85
TE7S9K4MXKNN,141.94,0,1,1,0,0,0,0,-1,-5.205,-6.149,0,90.89,22.58,0.53,9.1,0.11,4.18,0,0,0,0,0,0,0,0,75.24,141.94,-3.32,0,0,0,0,-6.456,-7.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.003860823,0.66219,2.18
FB4CT2WDJZNN,45.04,0,0,0,1,0,2,0,-1,-3.964,-10.205,-7.083,77.37,73.81,12.78,123.49,37.67,233.98,0.07,7.05,3.56,1.15,-0.04,4.48,1.97,0.45,57.48,45.04,-12.69,1,0,0,0,-9.536,-12.928,-8.726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0.010927843,2.29289,1.91
BLY0KK9TO9NN,77.04,0,1,1,1,0,2,1,-1,-3.66,-3.964,0,95.94,28.2,2.03,14.29,-1.11,10.15,0,0,0,0,0,0,0,0,79.79,77.04,-4.22,0.75,0.39,0,0,-4.436,-5.161,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.25,0,1,0.05,0.000775,0.004431168,0.77546,1.96
DJDXUABBJVNN,60.06,0,0,0,2,0,3,0,-1,-5.246,-15.206,-12.221,91.74,106.42,19.82,194.73,85.47,408,0.11,10.64,6.37,2.95,-0.07,6.95,2.71,0.52,71.96,60.06,-17.21,1.5,0.46,0,0,-13.625,-18.557,-14.403,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.333333333,0,2,0,0.000914,0.014027259,2.94902,3.49
ZQ2UQPQQYHNN,136.07,0,0,0,4,0,6,3,-1,-3.51,-8.291,-1.804,142.18,108.83,-5.07,135.75,-68.21,232.29,0.01,2.24,0.17,0,-0.06,6.55,3.67,1.75,128.81,136.07,-17.74,3.5,1.1,0,0,-8.281,-11.589,-3.302,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,4.839506173,0,4,0.23,0.002186271,0.014549506,2.69796,8.59
TUAC5L40RHNN,32.04,0,1,1,0,0,0,0,-1,-4.186,-9.042,-6.235,68.34,40.65,8.87,70.05,17.37,142.21,0.04,3.88,1.99,0.68,-0.03,2.63,1.38,0.52,48.68,32.04,-5.32,0,0,0,0,-8.473,-11.028,-7.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.007721961,1.65528,0.77
NLQ6DI6I7PNN,48.11,0,1,1,0,0,0,0,-1,-4.096,-4.68,-0.176,83.11,25.02,4.99,16.33,6.75,13.94,0,0.51,0.05,0,0,0.06,0,0,65.93,48.11,-3.47,0,0,0,0,-5.119,-6.051,-0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.004784551,0.82812,1.41
MTIGAZXRSHNN,31.06,0,1,1,0,0,0,0,-1,-2.947,-5.058,-3.151,72.51,34.16,29.39,74.87,120.77,249.13,0.05,4.62,3.28,2.18,0,0.15,0,0,52.8,31.06,-4.26,0,0,0,0,-5.298,-6.957,-4.145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.006874058,1.40736,1.46
SO1AQCVJIRNN,259.82,0,0,0,1,0,0,0,-1,-8.622,-10.03,0,152.23,8.93,-3.7,2.88,-2.01,1.53,0,0,0,0,0,0,0,0,148.46,259.82,-1.13,0,1.15,0,0,-10.055,-10.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.75,0,0,0,0.002285647,0.00032,0.05062,1.67
APPHE81N0NNN,116.47,0,0,0,0,0,1,0,-1,-5.367,-5.1,0,115.64,6.24,-1.33,0.9,-0.37,0.2,0,0,0,0,0,0,0,0,98.44,116.47,-0.8,0,0.35,0,0,-5.443,-5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.222222222,0,0,0,0.000696,0.000375,0.05738,1.32
NHGL1PVP1JNN,154.47,0,0,0,0,0,0,0,-1,-5.738,-5.41,0,130.63,3.97,-1.06,0.6,-0.29,0.16,0,0,0,0,0,0,0,0,120.21,154.47,-0.55,0,0.78,0,0,-5.769,-5.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.75,0,0,0,0.001550265,0.0000993,0.01301,0.45
SC69I0YE4KNN,170.92,0,0,0,1,0,0,0,-1,-6.657,-6.812,0,139.9,4.5,-1.2,0.67,-0.32,0.17,0,0,0,0,0,0,0,0,133.59,170.92,-0.61,0,1.15,0,0,-7.077,-7.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.75,0,0,0,0.002285647,0.000131,0.01645,0.36
VINKLJVY8MNN,187.38,0,0,0,1,0,0,0,-1,-7.628,-8.314,0,150.06,5.68,-1.6,0.93,-0.45,0.25,0,0,0,0,0,0,0,0,146.94,187.38,-0.71,0,0.46,0,0,-8.473,-9.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.75,0,0,0,0.000914,0.000185,0.02575,0.6
RDMK5LORJUNN,165.83,0,0,0,0,0,1,0,-1,-8.781,-10.211,0,145.92,6.72,-1.27,0.86,-0.34,0.18,0,0,0,0,0,0,0,0,135.82,165.83,-0.76,0,1.24,0,0,-10.199,-11.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.222222222,0,0,0,0.002464524,0.000257,0.03778,2.61
GWRH3IN5NNNN,203.83,0,0,0,1,0,0,0,-1,-8.555,-9.76,0,158.99,6.99,-1.95,1.15,-0.55,0.3,0,0,0,0,0,0,0,0,159.48,203.83,-0.83,0,1.15,0,0,-9.811,-10.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.75,0,0,0,0.002285647,0.00026,0.03937,0.89
NTTCXZPUIRNN,236.74,0,0,0,0,0,0,0,-1,-10.15,-12.292,0,173.53,9.9,-2.49,1.63,-0.76,0.42,0,0,0,0,0,0,0,0,182.23,236.74,-1.12,0,1.67,0,0,-12.154,-13.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.75,0,0,0,0.003319158,0.000549,0.08332,2.34
APSIISXNJVNN,99.06,0,0,0,1,0,0,0,-1,-2.445,-3.674,-1.854,113.61,43.05,-2.25,44.75,17.07,77.96,0.02,1.97,1.19,0.61,-0.01,1.01,0.15,0,97.97,99.06,-7.13,1,0.8,0,0,-4.129,-5.408,-2.608,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.632653061,0,1,0,0.001590016,0.007350099,1.46093,1.2
UC0JMORK5LNN,100.02,0,0,0,0,0,1,0,-1,-4.238,-3.453,0,104.31,6.39,-1.58,1.03,-0.46,0.25,0,0,0,0,0,0,0,0,85.05,100.02,-0.86,0,1.24,0,0,-3.894,-3.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.222222222,0,0,0,0.002464524,0.00044,0.06913,1.84
AYX4QGQLXINN,138.01,0,0,0,0,0,0,0,-1,-4.85,-4.05,0,120.49,3.46,-1.01,0.61,-0.33,0.19,0,0,0,0,0,0,0,0,106.84,138.01,-0.46,0,1.67,0,0,-4.496,-4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.75,0,0,0,0.003319158,0.0000568,0.00595,0.65
JRAXJM3CKZNN,60.1,0,0,0,3,0,0,0,-1,-3.207,-7.857,-5.868,106.19,63.25,50.42,127.12,189.16,377.86,0.08,8.28,5.67,3.56,0,0.33,0,0,89.45,60.1,-8.11,3,0.69,0,0,-7.876,-11.022,-7.642,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0.001371388,0.012273677,2.50142,1.94
VUYGQMHJZJNU,197.38,0,0,0,0,0,0,0,-1,-5.956,-6.732,0,140.43,23.71,-19.52,25.57,-31.79,41.12,0,0,0,0,-0.02,2.37,0.94,0.14,131.69,197.38,-3.43,0,0.74,0,0,-6.948,-7.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.851851852,0,0,0,0.001470764,0.000975,0.17642,1.15
CWILUVOV2JNU,197.38,0,0,0,1,0,0,0,-1,-6.018,-6.763,0,139.96,21.92,-16.28,20.27,-23.25,28.11,0,0,0,0,-0.02,1.67,0.49,0.03,132.65,197.38,-3.18,0.25,0.31,0,0,-7.002,-7.714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1.851851852,0,0,0,0.000616,0.001099562,0.19493,1.05
VHIR2YNYUHNN,152.93,0,0,0,0,0,0,0,-1,-5.221,-5.506,0,135.27,21.53,-18.6,24.15,-30.07,38.51,0,0,0,0,-0.02,2.24,0.84,0.11,125.11,152.93,-3.22,0,0.83,0,0,-5.784,-6.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.851851852,0,0,0,0.001649641,0.000833,0.1483,1.32
WZWFSNGVVHNU,152.93,0,0,0,1,0,0,0,-1,-5.563,-5.893,0,136.85,19.16,-15.04,18.62,-21.84,26.64,0,0,0,0,-0.02,1.57,0.48,0.04,126.39,152.93,-2.8,0.25,0.31,0,0,-6.168,-6.607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1.851851852,0,0,0,0.000616,0.000798,0.14353,1.7
PKRFVM0S8MNN,131.39,0,0,0,0,0,1,0,-1,-7.229,-8.223,0,129.34,12.66,-6.14,6.48,-5.73,5.59,0,0,0,0,0,0.24,0,0,116.59,131.39,-1.62,0,0.39,0,0,-8.332,-9.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.25,0,0,0,0.000775,0.000743,0.12005,2.01
FB46QZKF2JNN,163.39,0,0,0,1,0,1,0,-1,-6.069,-9.729,-1.841,145.05,53.66,-39.08,111.54,-167.22,357.53,0,0.61,0.06,0,-0.07,6.58,4.89,3.3,136.41,163.39,-7.09,0.75,0.74,0,0,-9.814,-12.256,-2.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.851851852,0,0,0,0.001470764,0.009225898,1.8203,1.41
YK6WA0L5N8NN,120.02,0,0,0,0,0,0,0,-1,-2.981,-2.24,0,114.56,22.09,-20.11,26.58,-33.59,44.08,0,0,0,0,-0.02,2.12,0.89,0.21,99.11,120.02,-3.42,0,0.83,0,0,-2.722,-2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.851851852,0,0,0,0.001649641,0.000655,0.13244,0.53
IZDSP2Z2LMNN,26.04,0,0,0,0,0,1,0,-1,-2.752,-2.979,-0.225,68.33,29.58,-11.11,25.97,-18.97,28.96,0,0,0,0,-0.01,1.6,0.32,0.01,50.23,26.04,-3.73,0,0.69,0,0,-3.411,-4.064,-0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.001371388,0.004540772,0.79228,0.91
CPPBF6LQZINN,223.84,0,0,0,1,0,0,2,-1,-7.516,-9.113,0,144.17,21.52,2.61,6.95,1.01,2.76,0,0,0,0,0,0,0,0,132,223.84,-3.26,0.5,0.35,0,0,-9.226,-10.418,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1.632653061,0,0,0.14,0.000696,0.003494065,0.56503,1.99
DGB4Q85MVINN,96.94,0,0,0,0,0,1,0,-1,-6.165,-6.661,0,111.62,11.69,-3.72,3.65,-2.18,1.72,0,0,0,0,0,0,0,0,96.13,96.94,-1.55,0,0.46,0,0,-6.889,-7.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.333333333,0,0,0,0.000914,0.000936,0.15136,1.56
EI0ULJ3FXHNN,128.94,0,0,0,2,0,1,0,-1,-5.055,-9.071,-2.63,130.22,64.13,-40.16,117.54,-152.37,328.49,0.01,1,0.13,0,-0.07,7.06,4.63,2.92,116.81,128.94,-8.04,1.25,0.35,0,0,-9.203,-11.946,-3.869,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2.222222222,0,0,0,0.000696,0.011399665,2.25891,2.94
JP1NTYDWRGNN,167.85,0,0,0,1,0,0,0,-1,-7.376,-8.989,0,149.11,27.97,-16.94,21.18,-21.33,23.49,0,0,0,0,-0.01,1.39,0.17,0,142.91,167.85,-3.43,0.5,1.24,0,0,-9.038,-10.085,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2.222222222,0,0,0,0.002464524,0.001838661,0.31789,2.2
IHUGSG05XHNN,113.04,0,0,0,1,0,2,0,-1,-2.863,-6.805,-3.6,116.5,67.42,-33.86,118.67,-104.54,255.5,0.02,2.44,0.61,0.04,-0.07,7.4,4.58,2.19,102.15,113.04,-11.77,0.75,0.74,0,0,-6.876,-9.5,-4.907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.851851852,0,1,0,0.001470764,0.011179963,2.28419,0.31
KXLV6YHXJUNN,102.03,0,0,0,0,0,0,0,-1,-2.613,-1.963,0,107.8,24.63,-13.54,15.9,-14.06,14.3,0,0,0,0,0,0.62,0.04,0,90.98,102.03,-4.05,0,0.8,0,0,-2.466,-2.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.632653061,0,0,0,0.001590016,0.001768247,0.31084,0.48
UVN0JCWGWHNN,138.95,0,0,0,2,0,1,0,-1,-5.185,-11.137,-4.813,117.36,75.37,-25.8,116.55,-101.36,274.89,0.02,2.26,0.6,0.08,-0.06,5.85,3.69,2.31,101.71,138.95,-10.44,1.5,0,0,0,-10.932,-14.673,-6.451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.25,0,0,0,0,0.013722583,2.73309,3.33
EJAG9P80VHNN,266.76,0,0,0,1,0,0,0,-1,-8.512,-11.271,0,148.03,36.25,-13.12,20.09,-14.49,15.91,0,0,0,0,0,0.6,0.03,0,141.47,266.76,-4.75,0.75,0.39,0,0,-11.188,-12.912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.25,0,0,0,0.000775,0.004091327,0.69753,2.18
GFMVZ999JYNN,62.5,0,0,0,0,0,1,0,-1,-4.673,-4.783,0,93.21,15.62,-3.29,5.33,-2.32,2.47,0,0,0,0,0,0.01,0,0,75.27,62.5,-2.08,0,0,0,0,-5.165,-5.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.002250674,0.36838,1.17
IWWOQBFPITNN,100.5,0,1,1,0,0,0,0,-1,-4.412,-4.288,0,112.68,16.98,-4.95,5.48,-3.1,2.51,0,0,0,0,0,0,0,0,97.17,100.5,-2.88,0,0.39,0,0,-4.718,-5.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0.000775,0.002389172,0.39821,0.65
OUA1R64YUGNN,94.5,0,0,0,2,0,1,0,-1,-4.458,-9.675,-4.596,112.23,72.82,-25.35,113.63,-99.28,267.15,0.02,2.25,0.54,0.05,-0.05,5.73,3.63,2.27,94.74,94.5,-10.19,1.5,0,0,0,-9.531,-12.801,-6.247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.25,0,0,0,0,0.013178903,2.63802,3.9
LSOE8KDCL7NN,133.41,0,1,1,0,0,0,0,-1,-7.033,-8.044,0,132.1,15.39,-3.67,3.92,-1.95,1.47,0,0,0,0,0,0,0,0,122.54,133.41,-2.31,0,0.88,0,0,-8.2,-8.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0.001749017,0.001812681,0.29194,0.45
MW6QJHLQISNN,133.41,0,0,0,1,0,0,0,-1,-6.241,-7.525,0,133.61,29.43,-12.09,16.11,-12.16,12.37,0,0,0,0,0,0.4,0.01,0,123.33,133.41,-4.02,0.75,0.39,0,0,-7.699,-8.714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.25,0,0,0,0.000775,0.003045026,0.5171,2.73
VAI2Z9N2UGNN,149.4,0,0,0,1,0,0,0,-1,-6.791,-10.982,-2.965,139.92,42.22,-13.39,57.31,-39.18,118.39,0.01,1.49,0.47,0.05,-0.03,3.17,1.92,0.94,132.91,149.4,-5.45,1,0.8,0,0,-10.995,-13.643,-4.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.632653061,0,0,0,0.001590016,0.009502515,1.96347,2.42
ZL8A59TU0ONN,84.04,0,1,1,0,0,0,0,-1,-2.752,-2.043,0,98.41,19.85,-6.25,7.72,-4.67,4.12,0,0,0,0,0,0.02,0,0,83.04,84.04,-3.53,0,0.88,0,0,-2.591,-2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0.001749017,0.002914693,0.50731,1.48
YG6A9JI8YINN,185.95,0,0,0,2,0,1,3,-1,-5.715,-12.624,-5.753,122.45,80.91,-5.28,116.48,-54.35,240.49,0.03,3.62,1.11,0.16,-0.05,5.1,3.03,1.78,110.28,185.95,-11.17,1.5,0,0,0,-12.255,-16.452,-7.846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.25,0,0,0.15,0,0.016364298,3.23238,3.71
KSBDQ98X1KNN,41.05,0,1,1,0,0,1,0,-1,-2.309,-3.455,-1.17,82.96,42.13,12.81,37.47,23.68,43.06,0.02,2.02,0.6,0.08,0,0.07,0,0,63.92,41.05,-8.27,0,0,0,0,-3.796,-4.964,-1.845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0.007379938,1.379,1.96
