UNICODE12,Molweight [g/mol],Ringbonds,Alkylatoms,Alkylgroups,Rotatable bonds,Internal H-bonds,Conjugated bonds,Fragments,Alkane,mu_self,hint_self,hb_self,Area,?-moment2,?-moment3,?-moment4,?-moment5,?-moment6,HB-acc_m1,HB-acc_m2,HB-acc_m3,HB-acc_m4,HB-don_m1,HB-don_m2,HB-don_m3,HB-don_m4,Volume,MWeight,E_dielec,#rotbdsmod,Tmult,rbwring,nbr11,mu_self100,hint_self100,hb_self100,n_total,Amine,nbr2u1,nbr2s1,nbr3u1,nbr3s1, nbr2u2u,nbr2s2u,nbr2s2s,nbr3u2u,nbr3s2u,nbr3u2s,nbr3s2s,nbr3u3u,nbr3s3u,nbr3s3s,Kier1,Kier2,n_arom,N,Sumq(e),S_sym,S_crs,H_crs,Hfus_exp[kcal/mol]
RHUCGFAXZINN,128.26,0,9,0,0,0,0,0,9,-8.365,-9.272,0,188.39,8.02,0.35,0.6,0.04,0.05,0,0,0,0,0,0,0,0,201.73,128.26,-0.84,0,1.61,0,0,-9.476,-10.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.319526627,0,0,0,0.003199906,0.000233,0.03274,2.34
HFOAL5K9Q5NN,172.27,0,8,2,8,0,3,4,-1,-8.431,-18.678,-8.019,247.35,78,27.97,140,85.71,312.1,0.09,8.71,5.35,2.41,-0.04,4.14,1.96,0.59,243.03,172.27,-13.26,7.5,0.63,0,2,-17.676,-23.324,-10.053,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9.090909091,0,2,-0.03,0.001252137,0.013855461,3.02516,3.56
MUU7BVCKRZNN,172.27,0,8,1,9,0,3,2,-1,-7.715,-18.797,-8.855,249.88,92.41,39.78,161.16,119.2,347.42,0.1,10.39,6.24,2.86,-0.04,4.03,1.55,0.31,240.69,172.27,-14.71,8.5,0,0,5,-17.999,-24.503,-11.532,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9.090909091,0,2,0.02,0,0.018997123,3.98808,5.84
YDWIL3DNXHNN,172.27,0,8,4,6,0,3,0,-1,-6.775,-8.798,-0.358,217.03,44.52,37.63,59.38,81.01,118.06,0.05,5.49,2.89,0.99,0,0,0,0,240.39,172.27,-7.49,4,1.22,0,0,-9.287,-11.354,-0.877,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,12,6.50887574,0,2,0,0.002424774,0.007499445,1.27391,4.93
WNXCDCBE3HNN,188.33,0,8,2,8,0,3,0,-1,-7.321,-12.9,-2.278,261.65,77.39,30.39,89.11,47.08,136.1,0.05,5.57,1.91,0.28,-0.02,2.05,0.84,0.2,257.17,188.33,-14.45,7.5,0.63,0,2,-13.452,-17.986,-4.303,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9.090909091,0,2,0,0.001252137,0.018340825,3.45721,6.77
AWPN4RC59LNN,144.26,0,9,1,1,0,0,3,-1,-7.678,-9.873,-1.028,196.34,26.98,4.17,23.4,9.47,35.86,0.01,1.3,0.53,0.12,-0.01,0.57,0.23,0.06,214.18,144.26,-3.39,0.75,1.56,0,0,-10.452,-12.444,-2.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.56,0,0,-0.07,0.00310053,0.007957144,1.6037,1.75
KYKY2GIL8JNN,160.25,0,6,2,8,2,0,0,-1,-8.649,-16.861,-7.216,213.44,58.68,7.03,90.48,7.1,181.16,0.04,4.54,2.17,0.66,-0.04,3.64,1.95,0.81,221.81,160.25,-7.85,6,0.37,0,1,-16.327,-21.138,-9.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.625,0,0,0,0.000735,0.015257349,3.17522,4.98
RQ02TZZFNYNN,160.25,0,0,0,10,0,0,2,-1,-9.593,-22.176,-11.703,237.82,78.85,18.7,134.9,35.91,275.7,0.07,7.57,3.86,1.33,-0.05,5,2.63,1,226.76,160.25,-10.22,10,0.66,0,6,-20.613,-27.186,-14.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0.001311763,0.01775465,3.80336,8.71
FICNXOLYTLNN,176.25,0,6,1,10,4,0,4,-1,-8.492,-15.994,-5.863,236.29,67.66,19.18,89.54,29.36,158.48,0.05,5.16,2.12,0.5,-0.03,2.72,1.32,0.5,238.88,176.25,-8.19,9.25,0.35,0,3,-15.998,-20.885,-8.565,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,12,9.090909091,0,0,-0.01,0.000696,0.017948986,3.69297,2.44
EU7BJOJRQ3NN,192.25,0,0,0,12,2,0,3,-1,-6.284,-10.242,-1.56,252.1,76.92,71.65,109.03,144.99,211.59,0.09,9.59,4.81,1.72,0,0.01,0,0,250.38,192.25,-11,12,0.66,0,4,-11.049,-14.567,-3.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0.11,0.001311763,0.015391248,2.98694,5.05
FN75H0I2NXNN,160.32,0,9,1,8,0,0,2,-1,-9.292,-11.839,-0.081,238.62,27.5,7.57,15.81,8.58,14.09,0,0.58,0.06,0,0,0.04,0,0,233.57,160.32,-3.74,8,0,0,6,-12.147,-14.427,-0.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,-0.01,0,0.006242366,1.02737,8.01
TCSS9JLVN3NN,272.1,11,0,0,0,0,11,0,-1,-6.911,-7.45,0,219.66,17.63,-2.91,2.67,-0.98,0.63,0,0,0,0,0,0,0,0,226.39,272.1,-2.88,0,1.34,0,0,-7.692,-8.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4099723,4.835555556,0,0,0,0.002663276,0.002340852,0.36407,4.21
BCO0KRM4YHNN,424.08,11,0,0,0,0,1,3,-1,-6.975,-6.92,0,219.8,10.68,2.72,1.14,0.32,0.16,0,0,0,0,0,0,0,0,310.46,424.08,-1.93,0,1.9,1,0,-7.295,-7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.29080933,4.938271605,0,0,0.33,0.003776287,0.000719,0.10498,2.51
QQMOWCB7INNN,462.08,11,0,0,0,0,0,2,-1,-8.654,-9.153,0,268.64,3.65,-0.79,0.31,-0.12,0.05,0,0,0,0,0,0,0,0,330.15,462.08,-0.51,0,1.87,0,0,-9.376,-9.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.27110583,5.07,0,0,-0.03,0.003716662,0.0000694,0.00218,2.46
ELX67W31P7NN,369.29,11,0,0,0,0,11,2,-1,-14.599,-18.991,0,284.66,15.37,-1.51,2.71,-1.2,1.05,0,0,0,0,0,0.01,0,0,307.1,369.29,-1.82,0,0,0,0,-18.43,-20.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.43209877,4.591836735,0,0,0.1,0,0.000706,0.10141,2.11
OD64J9MQO6NN,334.84,11,0,0,0,0,11,4,-1,-13.277,-17.213,0,269.37,21.18,-3.85,6.22,-3.69,3.39,0,0,0,0,0,0.04,0,0,287.06,334.84,-2.91,0,0.69,0,0,-16.787,-18.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4567474,4.349112426,0,0,0.16,0.001371388,0.001169583,0.17809,6.91
NSK6JHTOJQNN,218.12,14,0,0,0,0,10,0,-1,-4.122,-8.503,-0.118,208.92,107.85,-8.56,83.9,-22.52,82.39,0,0.54,0,0,-0.01,1.53,0.32,0,209.79,218.12,-18.19,0,1.28,5,0,-8.459,-11.435,-0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,3.75,0,0,0,0.002544025,0.011856487,2.15514,3.78
EISYBH8XN3NN,300.4,11,0,0,0,0,11,2,-1,-12.107,-15.519,0,251.52,20.64,-5.93,6.16,-3.75,2.99,0,0,0,0,0,0.01,0,0,266.69,300.4,-2.64,0,0,0,0,-15.227,-17.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.484375,4.107638889,0,0,0.03,0,0.001331001,0.20979,2.01
ORRAS4ORN2NN,300.4,11,0,0,0,0,11,3,-1,-12.483,-15.921,0,251.87,19.23,-4.96,5.6,-3.47,2.86,0,0,0,0,0,0.02,0,0,268.06,300.4,-2.23,0,0,0,0,-15.595,-17.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.484375,4.107638889,0,0,0.08,0,0.000962,0.14684,6.48
WM0A0HU0N2NN,300.4,11,0,0,0,0,11,3,-1,-12.261,-15.631,0,249.71,18.51,-2.21,3.8,-1.46,1.29,0,0,0,0,0,0,0,0,267.03,300.4,-2.37,0,0,0,0,-15.332,-17.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.484375,4.107638889,0,0,0.1,0,0.001303498,0.19779,2.01
FOJ14DGFN1NN,300.4,11,0,0,0,0,11,0,-1,-12.018,-15.491,0,252.77,22.13,-8.14,8.11,-5.72,4.81,0,0,0,0,0,0.05,0,0,268.24,300.4,-3.02,0,0,0,0,-15.194,-17.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.484375,4.107638889,0,0,0,0,0.001463071,0.23234,5.48
QHUUV9U1N2NN,300.4,11,0,0,0,0,11,3,-1,-11.961,-15.478,0,255.2,22.71,-5.82,6.63,-3.89,3.22,0,0,0,0,0,0.02,0,0,268.54,300.4,-3.36,0,0,0,0,-15.188,-17.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.484375,4.107638889,0,0,0.06,0,0.00185404,0.29311,4.21
BOQD4YAEN2NN,300.4,11,0,0,0,0,11,3,-1,-12.456,-15.916,0,252.69,20.09,-5.02,6.04,-3.74,3.17,0,0,0,0,0,0.02,0,0,268.71,300.4,-2.54,0,0,0,0,-15.593,-17.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.484375,4.107638889,0,0,0.1,0,0.001070746,0.16498,5.41
LS83A2V5N3NN,300.4,11,0,0,0,0,11,3,-1,-12.388,-15.861,0,253.52,21.28,-5.3,6.75,-4.21,3.66,0,0,0,0,0,0.03,0,0,267.6,300.4,-2.62,0,0,0,0,-15.541,-17.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.484375,4.107638889,0,0,0.12,0,0.001108744,0.17317,4.74
WY45S8MQIMNN,227.04,11,0,0,0,0,11,3,-1,-7.482,-10.547,-0.251,214.73,49.94,15.31,33.58,21.61,30.43,0.01,1.38,0.15,0,0,0,0,0,223.2,227.04,-7.57,0,0.69,1,0,-10.883,-13.494,-0.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51555556,3.867768595,0,0,0.02,0.001371388,0.010379174,1.74786,6.82
PHRYXX0ZMZNN,265.95,11,0,0,0,0,11,3,-1,-11.039,-13.954,0,234.33,20.93,-4.7,5.35,-2.73,2.19,0,0,0,0,0,0.01,0,0,247.27,265.95,-2.78,0,0,0,0,-13.783,-15.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51555556,3.867768595,0,0,0.04,0,0.001764338,0.27585,6.48
VJO7JXC1M1NN,265.95,11,0,0,0,0,11,2,-1,-10.921,-13.731,0,231.05,18.7,-3,3.73,-1.31,1.06,0,0,0,0,0,0,0,0,245.8,265.95,-2.46,0,0.69,0,0,-13.58,-15.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51555556,3.867768595,0,0,0.01,0.001371388,0.001860859,0.28729,2.75
SIZNK2T3MZNN,265.95,11,0,0,0,0,11,3,-1,-10.836,-13.883,0,239.08,24.08,-5.77,6.58,-3.36,2.65,0,0,0,0,0,0,0,0,248.72,265.95,-3.64,0,0.64,0,0,-13.722,-15.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51555556,3.867768595,0,0,0.05,0.001272013,0.002289673,0.36586,3.49
SO93SHX7LXNN,231.51,11,0,0,0,0,11,2,-1,-9.63,-12.086,0,218.06,23.01,-6.51,6.71,-3.59,2.99,0,0,0,0,0,0.02,0,0,227.16,231.51,-3.2,0,0,0,0,-12.061,-13.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.551020408,3.63,0,0,-0.05,0,0.002764702,0.43831,4.4
HKWJ3SSZ3INU,373.32,12,0,0,0,0,2,0,-1,-12.512,-16.526,0,264.28,30.39,-7.27,9.42,-4.52,4.29,0,0,0,0,0,0.01,0,0,320.33,373.32,-4.16,0,0.15,3.5,0,-16.176,-18.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.05540166,2.93877551,0,0,0,0.000298,0.003427432,0.54472,4.95
EZSLNOE21HNU,389.32,14,0,0,0,0,1,4,-1,-11.241,-16.093,-0.487,265.54,49.13,7.26,33.84,17.54,36.46,0.02,1.79,0.48,0.04,0,0.06,0,0,324.6,389.32,-7.45,0,0.14,5,0,-16.119,-19.436,-1.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.79591837,2.72,0,0,0.06,0.000278,0.011151228,1.97624,0.69
MMX5BSS5KQNN,331.97,6,2,2,4,0,8,5,-1,-9.164,-14.011,-0.381,283.73,67.18,36.01,51.59,46.56,56,0.03,3.04,0.6,0.03,0,0,0,0,307.81,331.97,-10.84,2.5,1.12,0,0,-14.087,-17.652,-0.958,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,16.05555556,6.437869822,0,0,0.19,0.002226022,0.013117693,2.20467,7.22
HF83UB6B1HNU,409.78,12,0,0,0,0,1,0,-1,-13.191,-17.794,0,280.78,34.75,-9.82,12.51,-7.38,6.99,0,0,0,0,0,0.1,0,0,346.13,409.78,-5.07,0,0.14,4,0,-17.337,-19.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.005,3.178962747,0,0,0,0.000278,0.00394146,0.6308,5.53
XCCSPNE6P5NN,229.16,11,0,0,1,0,9,2,-1,-4.978,-10.088,-2.711,214.58,81.23,-8.96,87.71,-17.55,122.91,0.03,2.86,0.72,0.06,-0.04,3.86,1.46,0.29,225.35,229.16,-13.7,0.75,0.46,2,0,-10.562,-14.559,-4.344,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4567474,4.349112426,0,1,0,0.000914,0.018134943,3.48219,7.58
IIC4VK54N4NN,206.29,14,0,0,0,0,12,3,-1,-8.249,-11.536,-0.197,202.82,45.52,8.59,25.48,12.56,21.54,0.01,0.96,0.1,0,0,0,0,0,216.21,206.29,-6.63,0,0,2,0,-11.843,-14.592,-0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32,3,0,0,0.06,0,0.008543456,1.4429,5.57
LMDSD60FLYNN,190.29,14,0,0,0,0,11,0,-1,-9.167,-11.934,0,199.16,30.94,-4.17,8.75,-2.48,3.13,0,0,0,0,0,0,0,0,208.4,190.29,-4.38,0,0.63,2.5,0,-12.029,-14.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.408163265,2.75,0,0,0,0.001252137,0.00511036,0.83285,3.11
OTH2LAE5KVNN,207.07,11,0,0,0,0,11,0,-1,-8.027,-10.014,0,190.75,28.63,-4.61,7.2,-2.31,2.26,0,0,0,0,0,0,0,0,193.6,207.07,-4.2,0,0,0,0,-10.109,-11.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,0,0,0,0,0.004832573,0.78681,3.64
PBKE35NAKUNN,207.07,11,0,0,0,0,11,0,-1,-8.019,-10.101,0,193.58,30.4,-5.09,8.06,-2.72,2.69,0,0,0,0,0,0,0,0,193.78,207.07,-4.32,0,0,0,0,-10.187,-11.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,0,0,0,0,0.005117649,0.83897,3.44
OYMS4AUMKTNN,162.62,11,0,0,0,0,11,0,-1,-7.384,-8.96,0,186.05,26.59,-4.23,6.55,-2.07,2.03,0,0,0,0,0,0,0,0,186.57,162.62,-3.89,0,0,0,0,-9.167,-10.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,0,0,0,0,0.004442796,0.72199,3.09
SJHTHFTBKTNN,162.62,11,0,0,0,0,11,0,-1,-7.339,-8.998,0,188.35,28.32,-4.8,7.37,-2.5,2.43,0,0,0,0,0,0,0,0,187.63,162.62,-4.05,0,0,0,0,-9.215,-10.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,0,0,0,0,0.004719173,0.77211,3.52
ZD65JNE2MJNU,320.43,9,0,0,2,0,6,0,-1,-10.934,-15.254,-0.258,269.74,47.06,-3.48,26.98,3.16,22.78,0.01,0.8,0.12,0,0,0.09,0,0,302.91,320.43,-6.16,0.75,0.64,2,0,-15.21,-18.118,-0.578,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12.4567474,4.032921811,0,0,0,0.001272013,0.0083149,1.43577,4.43
PKKIKA3XLXNN,254.07,11,0,0,0,0,11,0,-1,-8.545,-10.968,0,196.66,30.45,-5,8.09,-2.66,2.72,0,0,0,0,0,0,0,0,202.64,254.07,-4.4,0,0,0,0,-11.12,-13.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,0,0,0,0,0.005087466,0.83079,3.8
LYS6QGKJLVNN,254.07,11,0,0,0,0,11,0,-1,-8.619,-11.204,0,200.89,32.45,-5.38,9,-3,3.15,0,0,0,0,0,0,0,0,203.43,254.07,-4.55,0,0,0,0,-11.358,-13.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,0,0,0,0,0.005406579,0.88899,3.83
LYFH3NWCM1NN,173.17,11,0,0,1,0,13,0,-1,-6.129,-8.468,-0.091,194.95,48.98,3.41,25.57,6.08,17.01,0,0.34,0.01,0,0,0.01,0,0,195.73,173.17,-8.08,0.5,0.19,0,0,-8.89,-11.072,-0.171,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.551020408,4.022160665,0,1,0,0.000378,0.008349034,1.42849,4.14
RU2FU2HWMYNN,173.17,11,0,0,1,0,13,3,-1,-5.979,-8.445,-0.109,198.04,51.56,16.22,27.4,15.11,19.74,0,0.56,0.03,0,0,0,0,0,197.31,173.17,-8.78,0.5,0.19,0,0,-8.84,-11.088,-0.221,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.551020408,4.022160665,0,1,0.21,0.000378,0.008655365,1.48174,3.47
PQ1WD24GN2NN,201.25,15,0,0,1,0,15,0,-1,-7.54,-14.602,-4.396,221.55,79.71,-0.02,97.18,-3.49,183.33,0.04,3.88,1.81,0.63,-0.03,3.4,1.9,0.92,224.16,201.25,-11.41,0.5,0,0,0,-14.731,-19.689,-6.573,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.2421875,3.867768595,3,0,0,0,0.019698783,3.79669,8.42
TWTU3EEVJSNN,128.17,11,0,0,0,0,11,0,-1,-5.99,-7.178,-0.045,170.73,31.33,0.35,9.63,0.88,3.69,0,0,0,0,0,0,0,0,168.24,128.17,-4.68,0,0.61,0,0,-7.47,-8.617,-0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.694214876,2.93877551,0,0,0,0.001212387,0.006145341,1.02284,4.19
LAVOXKXVJRNN,128.17,11,0,0,0,0,11,0,-1,-6.186,-7.306,0,170.16,28.32,-1.01,6.9,-0.49,1.92,0,0,0,0,0,0,0,0,166.88,128.17,-4.12,0,1.31,0,0,-7.58,-8.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.694214876,2.93877551,0,0,0,0.002603651,0.005683192,0.93103,4.57
ID3D9QCXLUNN,315.99,11,0,0,2,0,11,0,-1,-9.642,-13.884,-0.743,241.12,56.98,10.42,41.23,29.45,55.39,0.02,2.31,1,0.35,0,0.02,0,0,253.56,315.99,-7.2,1.5,0.69,0,0,-14.062,-17.256,-1.602,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51555556,4.68,2,0,0,0.001371388,0.012392894,2.18304,7.75
WBAF4U14TMNN,221.64,12,0,0,2,0,14,0,-1,-7.112,-16.44,-6.289,232.62,97,0.13,132.81,-0.63,243.98,0.06,6.14,2.88,0.77,-0.05,5.36,2.81,0.95,239.39,221.64,-17.9,1.25,0.29,0,0,-16.085,-21.91,-8.691,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.484375,4.888429752,0,3,0,0.000576,0.021025755,4.21763,6.41
HAYQMY3VLSDN,237.64,11,1,1,2,0,12,1,-1,-6.388,-11.266,-1.198,245.7,80.8,20.3,70.13,36.93,84.86,0.03,3.44,1.02,0.21,0,0.48,0.1,0.01,255.13,237.64,-15.89,1.75,0,1.75,0,-11.829,-16.001,-2.454,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4567474,5.557655955,0,3,0,0,0.018188458,3.26011,6.7
ZFHYI2UOMLNN,156.18,12,0,0,1,0,12,0,-1,-6.489,-8.794,-0.759,195.39,47.21,16.82,41.8,41.16,63.78,0.03,3.09,1.42,0.38,0,0,0,0,193.77,156.18,-6.96,0.5,0.69,0,0,-9.171,-11.242,-1.501,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.591715976,4.296875,2,0,0,0.001371388,0.010522236,1.87767,4.88
EU354A0SMLNN,156.18,12,0,0,1,0,12,0,-1,-5.925,-9.059,-1.609,194.1,56.31,24.7,63.97,70.37,121.92,0.04,4.64,2.48,1.04,0,0.08,0,0,193.06,156.18,-8.78,0.5,0.35,0,0,-9.497,-12.143,-2.873,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.591715976,4.296875,2,0,0,0.000696,0.01347183,2.49499,4.16
HIQPHNLWNLNN,156.18,12,0,0,1,0,12,0,-1,-5.415,-8.766,-1.949,193.48,62.3,33.72,78.81,96.05,162.79,0.06,5.89,3.31,1.53,0,0,0,0,194.14,156.18,-9.19,0.5,1.24,0,0,-9.096,-11.756,-3.22,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.591715976,4.296875,2,0,0,0.002464524,0.013298948,2.47401,3.85
HQ0KYYUSNLNN,156.18,12,0,0,1,0,12,0,-1,-5.987,-8.917,-1.384,193.91,54.98,20.03,54.81,52.5,92,0.04,3.81,1.87,0.67,0,0.12,0,0,193.08,156.18,-7.89,0.5,0.35,0,0,-9.411,-12.004,-2.592,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.591715976,4.296875,2,0,0,0.000696,0.013480875,2.47456,4.5
KQQ4Y9R3JSNN,144.17,11,0,0,1,0,11,0,-1,-5.093,-7.405,-0.62,178.22,57.03,-28.22,73.28,-94.05,181.64,0,0.31,0.02,0,-0.05,4.79,3.26,1.9,177.32,144.17,-8.17,0.75,0,0,0,-7.937,-10.089,-1.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,0,0,0,0,0.01132809,2.06546,5.57
QOZKGU2UKSNN,144.17,11,0,0,1,0,11,0,-1,-5.228,-8.47,-1.507,179.46,59.62,-25.83,75,-87.17,179.34,0.01,0.63,0.1,0,-0.05,4.68,3.17,1.81,177.14,144.17,-8.3,0.75,0,0,0,-8.904,-11.483,-2.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,0,0,0,0,0.012631345,2.42786,5
CXN6SLFT4HNN,240.37,11,1,1,2,0,9,2,-1,-10.692,-15.326,-0.064,251.37,49.25,1.34,22.42,3.37,14,0,0.25,0.02,0,0,0.03,0,0,260.33,240.37,-8.16,1.25,0.31,2.5,0,-15.409,-18.892,-0.146,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10.51555556,4.68,0,0,0.01,0.000616,0.008927139,1.49268,5.84
DEKUHP6RP3NN,176.17,11,1,1,1,0,9,2,-1,-6.652,-15.831,-7.593,198.07,92.45,-7.33,139.86,-65.66,320.3,0.05,4.88,1.67,0.29,-0.06,5.58,3.92,2.47,198.18,176.17,-16.33,0.75,0,2,0,-15.068,-20.456,-9.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.551020408,3.63,0,0,-0.04,0,0.018126664,3.54658,6.96
HAZNAPZANJNN,230.09,6,1,1,3,0,10,0,-1,-8.415,-13.742,-1.904,243.62,60.55,-3.21,63.8,-11.21,108.87,0.02,2.57,0.8,0.08,-0.02,2.39,1.45,0.66,248.7,230.09,-11.29,2,0,0,0,-13.957,-17.774,-3.088,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,12.07142857,5.185595568,0,1,0,0,0.013788108,2.64515,7.66
OT1MZV6QIKNN,283.54,6,0,0,6,0,7,0,-1,-9.539,-18.38,-4.827,275.05,88.28,-13.65,109.01,-61,228.89,0.03,3.03,0.85,0.11,-0.05,4.66,3.08,1.84,282.58,283.54,-12.54,5.25,0,0,0,-17.984,-23.473,-6.825,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625,6.666666667,0,0,0,0,0.018657114,3.6413,7.25
UHUX29439JNU,349.06,10,0,0,3,0,5,2,-1,-9.599,-15.504,-0.782,287.72,77.9,7.39,60.08,12.62,63.93,0.02,2.13,0.34,0.01,-0.01,1.19,0.28,0.01,325.6,349.06,-11.81,1.5,0.6,5,0,-15.776,-20.327,-1.726,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,14.4099723,5.174791914,0,1,-0.03,0.001192512,0.017250785,3.04508,9.62
CW3C4ZS3KSNN,143.19,11,1,1,0,0,11,0,-1,-5.951,-7.849,-0.689,185.18,42.46,18.98,43.28,54.66,92.67,0.03,3.14,1.8,0.85,0,0,0,0,184.05,143.19,-6.54,0,0,0,0,-8.241,-10.023,-1.331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,1,0,0,0,0.009330547,1.64128,2.99
GSZDR4KFJSNN,143.19,11,1,1,0,0,11,0,-1,-6.292,-7.971,-0.463,184.15,37.3,12.63,31.11,34.3,56.38,0.02,2.17,1.17,0.5,0,0,0,0,182.72,143.19,-5.52,0,0,0,0,-8.353,-9.975,-0.966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,1,0,0,0,0.008241776,1.43125,2.56
HYZF7VT9JSNN,143.19,11,0,0,1,0,11,0,-1,-4.99,-7.631,-0.931,181.63,57.59,-11.01,45.27,-19.47,56.26,0.01,0.76,0.28,0.05,-0.02,2.29,0.68,0.08,180.37,143.19,-8.74,0.75,0,0,0,-8.076,-10.356,-1.633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,0,1,0,0,0.011535361,2.12419,3.71
OGHV2A3YKSNN,143.19,11,0,0,1,0,11,0,-1,-4.95,-7.735,-1.072,183.44,58.83,-9.42,45.7,-15.34,56.13,0.01,0.95,0.36,0.07,-0.02,2.14,0.57,0.05,181.67,143.19,-9.01,0.75,0,0,0,-8.157,-10.503,-1.807,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,0,1,0,0,0.011895629,2.19711,5.57
UZV9FA7UP3NN,175.18,11,1,1,1,0,9,2,-1,-5.463,-12.23,-4.249,198.62,89.73,2.74,103.95,9.98,156.57,0.05,4.82,1.71,0.3,-0.04,3.7,1.45,0.29,202.42,175.18,-17.51,0.75,0,2,0,-12.275,-16.842,-6.171,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.551020408,3.63,0,1,-0.08,0,0.019160361,3.73957,7.68
